c,r,A,orbit,valuations,min_orbit,primitive_period,essential
6487,10,16,"[103361,158285,240671,182125,276431,208945,316661,478235,180149,273467]","[1,1,2,1,2,1,1,3,1,3]",103361,10,True
6487,10,16,"[103469,158447,120457,183929,279137,421949,636167,478747,180341,273755]","[1,2,1,1,1,1,2,3,1,3]",103469,10,True
6487,10,16,"[103553,158573,241103,182449,276917,418619,157793,239933,363143,273979]","[1,1,2,1,1,3,1,1,2,3]",103553,10,True
6487,10,16,"[103769,158897,241589,365627,137921,210125,318431,240445,363911,274555]","[1,1,1,3,1,1,2,1,2,3]",103769,10,True
6487,10,16,"[103865,159041,241805,365951,276085,417371,157325,239231,181045,274811]","[1,1,1,2,1,3,1,2,1,3]",103865,10,True
6487,10,16,"[104185,159521,242525,367031,276895,209293,317183,239509,362507,136751]","[1,1,1,2,2,1,2,1,3,2]",104185,10,True
6487,10,16,"[104281,159665,242741,367355,138569,211097,319889,483077,727859,136879]","[1,1,1,3,1,1,1,1,4,2]",104281,10,True
6487,10,16,"[104425,159881,243065,367841,555005,835751,628435,118237,180599,137071]","[1,1,1,1,1,2,4,1,2,2]",104425,10,True
6487,10,16,"[104525,160031,121645,185711,140905,214601,325145,490961,739685,1112771]","[1,2,1,2,1,1,1,1,1,5]",104525,10,True
6487,10,16,"[104641,160205,243551,184285,279671,211375,160153,243473,368453,555923]","[1,1,2,1,2,2,1,1,1,4]",104641,10,True
6487,10,16,"[104833,160493,243983,184609,280157,423479,319231,241045,364811,137615]","[1,1,2,1,1,2,2,1,3,2]",104833,10,True
6487,10,16,"[104993,160733,244343,184879,140281,213665,323741,488855,368263,277819]","[1,1,2,2,1,1,1,2,2,3]",104993,10,True
6487,10,16,"[105145,160961,244685,370271,279325,422231,318295,240343,181879,138031]","[1,1,1,2,1,2,2,2,2,2]",105145,10,True
6487,10,16,"[105161,160985,244721,370325,558731,210335,159373,242303,183349,278267]","[1,1,1,1,3,2,1,2,1,3]",105161,10,True
6487,10,16,"[105305,161201,245045,370811,139865,213041,322805,487451,183605,278651]","[1,1,1,3,1,1,1,3,1,3]",105305,10,True
6487,10,16,"[105389,161327,122617,187169,283997,429239,323551,244285,369671,278875]","[1,2,1,1,1,2,2,1,2,3]",105389,10,True
6487,10,16,"[105409,161357,245279,185581,281615,212833,322493,486983,366859,138383]","[1,1,2,1,2,1,1,2,3,2]",105409,10,True
6487,10,16,"[105505,161501,245495,185743,140929,214637,325199,245521,371525,560531]","[1,1,2,2,1,1,2,1,1,4]",105505,10,True
6487,10,16,"[105517,161519,122761,187385,284321,429725,647831,487495,367243,138527]","[1,2,1,1,1,1,2,2,3,2]",105517,10,True
6487,10,16,"[105577,161609,245657,371729,560837,844499,158749,241367,182647,138607]","[1,1,1,1,1,4,1,2,2,2]",105577,10,True
6487,10,16,"[105721,161825,245981,372215,280783,212209,321557,485579,182903,138799]","[1,1,1,2,2,1,1,3,2,2]",105721,10,True
6487,10,16,"[105901,162095,123193,188033,285293,431183,325009,490757,739379,139039]","[1,2,1,1,1,2,1,1,4,2]",105901,10,True
6487,10,16,"[105913,162113,246413,372863,281269,425147,160241,243605,368651,139055]","[1,1,1,2,1,3,1,1,3,2]",105913,10,True
6487,10,16,"[105965,162191,123265,188141,285455,215713,326813,493463,371719,280411]","[1,2,1,1,2,1,1,2,2,3]",105965,10,True
6487,10,16,"[106169,162497,246989,373727,281917,426119,321211,121265,185141,280955]","[1,1,1,2,1,2,3,1,1,3]",106169,10,True
6487,10,16,"[106369,162797,247439,187201,284045,429311,323605,488651,184055,139663]","[1,1,2,1,1,2,1,3,2,2]",106369,10,True
6487,10,16,"[106441,162905,247601,374645,565211,212765,322391,243415,184183,139759]","[1,1,1,1,3,1,2,2,2,2]",106441,10,True
6487,10,16,"[106477,162959,123841,189005,286751,216685,328271,247825,374981,565715]","[1,2,1,1,2,1,2,1,1,4]",106477,10,True
6487,10,16,"[106573,163103,123949,189167,143497,218489,330977,499709,752807,566227]","[1,2,1,2,1,1,1,1,2,4]",106573,10,True
6487,10,16,"[106585,163121,247925,375131,141485,215471,163225,248081,375365,566291]","[1,1,1,3,1,2,1,1,1,4]",106585,10,True
6487,10,16,"[106601,163145,247961,375185,566021,852275,160207,121777,185909,282107]","[1,1,1,1,1,4,2,1,1,3]",106601,10,True
6487,10,16,"[107017,163769,248897,376589,568127,427717,644819,121309,185207,140527]","[1,1,1,1,2,1,4,1,2,2]",107017,10,True
6487,10,16,"[107209,164057,249329,377237,569099,214223,162289,246677,373259,140783]","[1,1,1,1,3,2,1,1,3,2]",107209,10,True
6487,10,16,"[107353,164273,249653,377723,142457,216929,328637,496199,373771,140975]","[1,1,1,3,1,1,1,2,3,2]",107353,10,True
6487,10,16,"[107465,164441,249905,378101,570395,214709,325307,122801,187445,284411]","[1,1,1,1,3,1,3,1,1,3]",107465,10,True
6487,10,16,"[107521,164525,250031,189145,286961,433685,653771,245975,186103,141199]","[1,1,2,1,1,1,3,2,2,2]",107521,10,True
6487,10,16,"[107881,165065,250841,379505,572501,861995,324059,122333,186743,141679]","[1,1,1,1,1,3,3,1,2,2]",107881,10,True
6487,10,16,"[107969,165197,251039,189901,288095,217693,329783,248959,188341,285755]","[1,1,2,1,2,1,2,2,1,3]",107969,10,True
6487,10,16,"[108077,165359,125641,191705,290801,439445,662411,249215,188533,286043]","[1,2,1,1,1,1,3,2,1,3]",108077,10,True
6487,10,16,"[108169,165497,251489,380477,573959,432091,162845,247511,187255,142063]","[1,1,1,1,2,3,1,2,2,2]",108169,10,True
6487,10,16,"[108205,165551,125785,191921,291125,439931,165785,251921,381125,574931]","[1,2,1,1,1,3,1,1,1,4]",108205,10,True
6487,10,16,"[108545,166061,252335,190873,289553,437573,659603,124081,189365,287291]","[1,1,2,1,1,1,4,1,1,3]",108545,10,True
6487,10,16,"[108737,166349,252767,191197,290039,219151,165985,252221,381575,287803]","[1,1,2,1,2,2,1,1,2,3]",108737,10,True
6487,10,16,"[108973,166703,126649,193217,293069,442847,333757,503879,379531,143135]","[1,2,1,1,1,2,1,2,3,2]",108973,10,True
6487,10,16,"[109049,166817,253469,383447,289207,218527,165517,251519,190261,288635]","[1,1,1,2,2,2,1,2,1,3]",109049,10,True
6487,10,16,"[109177,167009,253757,383879,289531,109385,167321,254225,384581,580115]","[1,1,1,2,3,1,1,1,1,4]",109177,10,True
6487,10,16,"[109193,167033,253793,383933,579143,435979,164303,124849,190517,289019]","[1,1,1,1,2,3,2,1,1,3]",109193,10,True
6487,10,16,"[109357,167279,127081,193865,294041,444305,669701,1007795,189367,143647]","[1,2,1,1,1,1,1,4,2,2]",109357,10,True
6487,10,16,"[109601,167645,254711,192655,146113,222413,336863,254269,384647,290107]","[1,1,2,2,1,1,2,1,2,3]",109601,10,True
6487,10,16,"[109645,167711,127405,194351,147385,224321,339725,512831,386245,582611]","[1,2,1,2,1,1,1,2,1,4]",109645,10,True
6487,10,16,"[109697,167789,254927,192817,292469,441947,166541,253055,191413,290363]","[1,1,2,1,1,3,1,2,1,3]",109697,10,True
6487,10,16,"[109913,168113,255413,386363,145697,221789,335927,253567,191797,290939]","[1,1,1,3,1,1,2,2,1,3]",109913,10,True
6487,10,16,"[110017,168269,255647,193357,293279,221581,335615,253333,383243,144527]","[1,1,2,1,2,1,2,1,3,2]",110017,10,True
6487,10,16,"[110113,168413,255863,193519,146761,223385,338321,510725,769331,144655]","[1,1,2,2,1,1,1,1,4,2]",110113,10,True
6487,10,16,"[110125,168431,127945,195161,295985,447221,674075,253589,383627,144671]","[1,2,1,1,1,1,3,1,3,2]",110125,10,True
6487,10,16,"[110329,168737,256349,387767,292447,220957,334679,252631,191095,144943]","[1,1,1,2,2,1,2,2,2,2]",110329,10,True
6487,10,16,"[110473,168953,256673,388253,585623,440839,332251,125405,191351,145135]","[1,1,1,1,2,2,3,1,2,2]",110473,10,True
6487,10,16,"[110573,169103,128449,195917,297119,224461,339935,256573,388103,292699]","[1,2,1,1,2,1,2,1,2,3]",110573,10,True
6487,10,16,"[110681,169265,257141,388955,146669,223247,169057,256829,388487,292987]","[1,1,1,3,1,2,1,1,2,3]",110681,10,True
6487,10,16,"[110905,169601,257645,389711,293905,444101,669395,125917,192119,145711]","[1,1,1,2,1,1,4,1,2,2]",110905,10,True
6487,10,16,"[110977,169709,257807,194977,295709,446807,336727,254167,192247,145807]","[1,1,2,1,1,2,2,2,2,2]",110977,10,True
6487,10,16,"[111097,169889,258077,390359,294391,222415,168433,255893,387083,145967]","[1,1,1,2,2,2,1,1,3,2]",111097,10,True
6487,10,16,"[111353,170273,258653,391223,295039,222901,337595,127409,194357,294779]","[1,1,1,2,2,1,3,1,1,3]",111353,10,True
6487,10,16,"[111533,170543,129529,197537,299549,452567,341047,257407,194677,295259]","[1,2,1,1,1,2,2,2,1,3]",111533,10,True
6487,10,16,"[111661,170735,129673,197753,299873,453053,682823,513739,193463,146719]","[1,2,1,1,1,1,2,3,2,2]",111661,10,True
6487,10,16,"[111745,170861,259535,196273,297653,449723,169457,257429,389387,146831]","[1,1,2,1,1,3,1,1,3,2]",111745,10,True
6487,10,16,"[111961,171185,260021,393275,148289,225677,341759,257941,390155,147119]","[1,1,1,3,1,1,2,1,3,2]",111961,10,True
6487,10,16,"[112001,171245,260111,196705,298301,450695,339643,128177,195509,296507]","[1,1,2,1,1,2,3,1,1,3]",112001,10,True
6487,10,16,"[112057,171329,260237,393599,296821,448475,168989,256727,194167,147247]","[1,1,1,2,1,3,1,2,2,2]",112057,10,True
6487,10,16,"[112109,171407,130177,198509,301007,227377,344309,519707,195701,296795]","[1,2,1,1,2,1,1,3,1,3]",112109,10,True
6487,10,16,"[112301,171695,130393,198833,301493,455483,171617,260669,394247,297307]","[1,2,1,1,1,3,1,1,2,3]",112301,10,True
6487,10,16,"[112417,171869,261047,197407,149677,227759,172441,261905,396101,597395]","[1,1,2,2,1,2,1,1,1,4]",112417,10,True
6487,10,16,"[113081,172865,262541,397055,299413,452363,170447,129457,197429,299387]","[1,1,1,2,1,3,2,1,1,3]",113081,10,True
6487,10,16,"[113185,173021,262775,198703,150649,229217,347069,523847,394507,148751]","[1,1,2,2,1,1,1,2,3,2]",113185,10,True
6487,10,16,"[113353,173273,263153,397973,600203,225887,171037,259799,196471,148975]","[1,1,1,1,3,2,1,2,2,2]",113353,10,True
6487,10,16,"[113389,173327,131617,200669,304247,229807,173977,264209,399557,602579]","[1,2,1,1,2,2,1,1,1,4]",113389,10,True
6487,10,16,"[113497,173489,263477,398459,150233,228593,346133,522443,196727,149167]","[1,1,1,3,1,1,1,3,2,2]",113497,10,True
6487,10,16,"[113741,173855,132013,201263,152569,232097,351389,530327,399367,301147]","[1,2,1,2,1,1,1,2,2,3]",113741,10,True
6487,10,16,"[114157,174479,132481,201965,306191,231265,350141,528455,397963,150047]","[1,2,1,1,2,1,1,2,3,2]",114157,10,True
6487,10,16,"[114253,174623,132589,202127,153217,233069,352847,266257,402629,607187]","[1,2,1,2,1,1,2,1,1,4]",114253,10,True
6487,10,16,"[114377,174809,265457,401429,605387,227831,172495,130993,199733,302843]","[1,1,1,1,3,2,2,1,1,3]",114377,10,True
6487,10,16,"[114793,175433,266393,402833,607493,914483,171871,130525,199031,150895]","[1,1,1,1,1,4,2,1,2,2]",114793,10,True
6487,10,16,"[115009,175757,266879,201781,305915,115529,176537,268049,405317,611219]","[1,1,2,1,3,1,1,1,1,4]",115009,10,True
6487,10,16,"[115117,175919,133561,203585,308621,466175,351253,530123,199607,151327]","[1,2,1,1,1,2,1,3,2,2]",115117,10,True
6487,10,16,"[115657,176729,268337,405749,611867,230261,348635,131549,200567,152047]","[1,1,1,1,3,1,3,1,2,2]",115657,10,True
6487,10,16,"[115745,176861,268535,203023,153889,234077,354359,267391,202165,306491]","[1,1,2,2,1,1,2,2,1,3]",115745,10,True
6487,10,16,"[116161,177485,269471,203725,308831,233245,353111,266455,201463,152719]","[1,1,2,1,2,1,2,2,2,2]",116161,10,True
6487,10,16,"[116269,177647,134857,205529,311537,470549,709067,266711,201655,152863]","[1,2,1,1,1,1,3,2,2,2]",116269,10,True
6487,10,16,"[116513,178013,270263,204319,154861,235535,178273,270653,409223,308539]","[1,1,2,2,1,2,1,1,2,3]",116513,10,True
6487,10,16,"[116717,178319,135361,206285,312671,236125,357431,269695,203893,309083]","[1,2,1,1,2,1,2,2,1,3]",116717,10,True
6487,10,16,"[116737,178349,270767,204697,310289,468677,706259,132829,202487,153487]","[1,1,2,1,1,1,4,1,2,2]",116737,10,True
6487,10,16,"[116825,178481,270965,409691,154445,234911,177805,269951,204085,309371]","[1,1,1,3,1,2,1,2,1,3]",116825,10,True
6487,10,16,"[116929,178637,271199,205021,310775,234703,177649,269717,407819,153743]","[1,1,2,1,2,2,1,1,3,2]",116929,10,True
6487,10,16,"[116953,178673,271253,410123,154607,117577,179609,272657,412229,621587]","[1,1,1,3,2,1,1,1,1,4]",116953,10,True
6487,10,16,"[117185,179021,271775,205453,311423,235189,356027,134321,204725,310331]","[1,1,2,1,2,1,3,1,1,3]",117185,10,True
6487,10,16,"[117241,179105,271901,411095,309943,234079,177181,269015,203383,154159]","[1,1,1,2,2,2,1,2,2,2]",117241,10,True
6487,10,16,"[117293,179183,136009,207257,314129,474437,714899,134449,204917,310619]","[1,2,1,1,1,1,4,1,1,3]",117293,10,True
6487,10,16,"[117385,179321,272225,411581,620615,467083,175967,133597,203639,154351]","[1,1,1,1,2,3,2,1,2,2]",117385,10,True
6487,10,16,"[117485,179471,136225,207581,314615,237583,179809,272957,412679,311131]","[1,2,1,1,2,2,1,1,2,3]",117485,10,True
6487,10,16,"[117889,180077,273359,206641,313205,473051,178205,270551,204535,155023]","[1,1,2,1,1,3,1,2,2,2]",117889,10,True
6487,10,16,"[118265,180641,274205,414551,312535,236023,178639,135601,206645,313211]","[1,1,1,2,2,2,2,1,1,3]",118265,10,True
6487,10,16,"[118349,180767,137197,209039,158401,240845,364511,275005,415751,313435]","[1,2,1,2,1,1,2,1,2,3]",118349,10,True
6487,10,16,"[118445,180911,137305,209201,317045,478811,180365,273791,206965,313691]","[1,2,1,1,1,3,1,2,1,3]",118445,10,True
6487,10,16,"[118765,181391,137665,209741,317855,240013,363263,274069,414347,156191]","[1,2,1,1,2,1,2,1,3,2]",118765,10,True
6487,10,16,"[118861,181535,137773,209903,159049,241817,365969,552197,831539,156319]","[1,2,1,2,1,1,1,1,4,2]",118861,10,True
6487,10,16,"[118873,181553,275573,416603,157037,238799,180721,274325,414731,156335]","[1,1,1,3,1,2,1,1,3,2]",118873,10,True
6487,10,16,"[118913,181613,275663,208369,315797,476939,179663,136369,207797,314939]","[1,1,2,1,1,3,2,1,1,3]",118913,10,True
6487,10,16,"[119105,181901,276095,208693,316283,119417,182369,276797,418439,315451]","[1,1,2,1,3,1,1,1,2,3]",119105,10,True
6487,10,16,"[119129,181937,276149,417467,157361,239285,362171,136625,208181,315515]","[1,1,1,3,1,1,3,1,1,3]",119129,10,True
6487,10,16,"[119329,182237,276599,209071,158425,240881,364565,550091,207095,156943]","[1,1,2,2,1,1,1,3,2,2]",119329,10,True
6487,10,16,"[119545,182561,277085,418871,315775,238453,360923,136157,207479,157231]","[1,1,1,2,2,1,3,1,2,2]",119545,10,True
6487,10,16,"[119725,182831,138745,211361,320285,483671,364375,274903,207799,157471]","[1,2,1,1,1,2,2,2,2,2]",119725,10,True
6487,10,16,"[119885,183071,138925,211631,160345,243761,368885,556571,209525,317531]","[1,2,1,2,1,1,1,3,1,3]",119885,10,True
6487,10,16,"[120193,183533,278543,210529,319037,481799,362971,136925,208631,158095]","[1,1,2,1,1,2,3,1,2,2]",120193,10,True
6487,10,16,"[120301,183695,139393,212333,321743,242929,367637,554699,208823,158239]","[1,2,1,1,2,1,1,3,2,2]",120301,10,True
6487,10,16,"[120493,183983,139609,212657,322229,486587,183281,278165,420491,158495]","[1,2,1,1,1,3,1,1,3,2]",120493,10,True
6487,10,16,"[120749,184367,139897,213089,322877,487559,367291,138545,211061,319835]","[1,2,1,1,1,2,3,1,1,3]",120749,10,True
6487,10,16,"[121049,184817,280469,423947,159791,121465,185441,281405,425351,320635]","[1,1,1,3,2,1,1,1,2,3]",121049,10,True
6487,10,16,"[121165,184991,140365,213791,161965,246191,186265,282641,427205,644051]","[1,2,1,2,1,2,1,1,1,4]",121165,10,True
6487,10,16,"[121273,185153,280973,424703,320149,483467,182111,138205,210551,159535]","[1,1,1,2,1,3,2,1,2,2]",121273,10,True
6487,10,16,"[121933,186143,141229,215087,162937,247649,374717,565319,425611,160415]","[1,2,1,2,1,1,1,2,3,2]",121933,10,True
6487,10,16,"[122569,187097,283889,429077,646859,243383,184159,139741,212855,161263]","[1,1,1,1,3,2,2,1,2,2]",122569,10,True
6487,10,16,"[122657,187229,284087,214687,162637,247199,187021,283775,214453,324923]","[1,1,2,2,1,2,1,2,1,3]",122657,10,True
6487,10,16,"[123073,187853,285023,215389,326327,246367,186397,282839,213751,161935]","[1,1,2,1,2,2,1,2,2,2]",123073,10,True
6487,10,16,"[123629,188687,143137,217949,330167,249247,188557,286079,216181,327515]","[1,2,1,1,2,2,1,2,1,3]",123629,10,True
6487,10,16,"[123757,188879,143281,218165,330491,124745,190361,288785,436421,657875]","[1,2,1,1,3,1,1,1,1,4]",123757,10,True
6487,10,16,"[123937,189149,286967,216847,164257,249629,377687,284887,215287,163087]","[1,1,2,2,1,1,2,2,2,2]",123937,10,True
6487,10,16,"[124097,189389,287327,217117,328919,248311,187855,142513,217013,328763]","[1,1,2,1,2,2,2,1,1,3]",124097,10,True
6487,10,16,"[124493,189983,144109,219407,166177,252509,382007,288127,217717,329819]","[1,2,1,2,1,1,2,2,1,3]",124493,10,True
6487,10,16,"[124705,190301,288695,218143,165229,251087,189937,288149,435467,164111]","[1,1,2,2,1,2,1,1,3,2]",124705,10,True
6487,10,16,"[124909,190607,144577,220109,333407,251677,380759,287191,217015,164383]","[1,2,1,1,2,1,2,2,2,2]",124909,10,True
6487,10,16,"[124961,190685,289271,218575,165553,251573,380603,143537,218549,331067]","[1,1,2,2,1,1,3,1,1,3]",124961,10,True
6487,10,16,"[125017,190769,289397,437339,164813,250463,189469,287447,217207,164527]","[1,1,1,3,1,2,1,2,2,2]",125017,10,True
6487,10,16,"[125261,191135,144973,220703,167149,253967,192097,291389,440327,331867]","[1,2,1,2,1,2,1,1,2,3]",125261,10,True
6487,10,16,"[125377,191309,290207,219277,332159,250741,379355,143069,217847,165007]","[1,1,2,1,2,1,3,1,2,2]",125377,10,True
6487,10,16,"[125485,191471,145225,221081,334865,505541,761555,143197,218039,165151]","[1,2,1,1,1,1,4,1,2,2]",125485,10,True
6487,10,16,"[125677,191759,145441,221405,335351,253135,191473,290453,438923,165407]","[1,2,1,1,2,2,1,1,3,2]",125677,10,True
6487,10,16,"[125933,192143,145729,221837,335999,253621,383675,144689,220277,333659]","[1,2,1,1,2,1,3,1,1,3]",125933,10,True
6487,10,16,"[126041,192305,291701,440795,166109,252407,190927,144817,220469,333947]","[1,1,1,3,1,2,2,1,1,3]",126041,10,True
6487,10,16,"[126457,192929,292637,442199,333271,251575,190303,144349,219767,166447]","[1,1,1,2,2,2,2,1,2,2]",126457,10,True
6487,10,16,"[126541,193055,146413,222863,168769,256397,387839,292501,441995,166559]","[1,2,1,2,1,1,2,1,3,2]",126541,10,True
6487,10,16,"[126637,193199,146521,223025,337781,509915,192029,291287,220087,166687]","[1,2,1,1,1,3,1,2,2,2]",126637,10,True
6487,10,16,"[126881,193565,293591,221815,167983,127609,194657,295229,446087,336187]","[1,1,2,2,2,1,1,1,2,3]",126881,10,True
6487,10,16,"[127105,193901,294095,222193,336533,508043,191327,145117,220919,167311]","[1,1,2,1,1,3,2,1,2,2]",127105,10,True
6487,10,16,"[127193,194033,294293,444683,167567,127297,194189,294527,222517,337019]","[1,1,1,3,2,1,1,2,1,3]",127193,10,True
6487,10,16,"[127321,194225,294581,445115,167729,254837,385499,145373,221303,167599]","[1,1,1,3,1,1,3,1,2,2]",127321,10,True
6487,10,16,"[127661,194735,147673,224753,340373,513803,193487,146737,223349,338267]","[1,2,1,1,1,3,2,1,1,3]",127661,10,True
6487,10,16,"[127853,195023,147889,225077,340859,128633,196193,297533,449543,338779]","[1,2,1,1,3,1,1,1,2,3]",127853,10,True
6487,10,16,"[128077,195359,148141,225455,170713,259313,392213,591563,222647,168607]","[1,2,1,2,1,1,1,3,2,2]",128077,10,True
6487,10,16,"[128941,196655,149113,226913,343613,518663,390619,147293,224183,169759]","[1,2,1,1,1,2,3,1,2,2]",128941,10,True
6487,10,16,"[130849,199517,302519,228511,173005,262751,198685,301271,227575,172303]","[1,1,2,2,1,2,1,2,2,2]",130849,10,True
6487,10,16,"[131405,200351,151885,231071,174925,265631,200845,304511,230005,348251]","[1,2,1,2,1,2,1,2,1,3]",131405,10,True
6487,10,16,"[131533,200543,152029,231287,175087,132937,202649,307217,464069,699347]","[1,2,1,2,2,1,1,1,1,4]",131533,10,True
6487,10,16,"[131821,200975,152353,231773,350903,264799,200221,303575,229303,173599]","[1,2,1,1,2,2,1,2,2,2]",131821,10,True
6487,10,16,"[131873,201053,304823,230239,174301,264695,200143,151729,230837,349499]","[1,1,2,2,1,2,2,1,1,3]",131873,10,True
6487,10,16,"[132289,201677,305759,230941,349655,263863,199519,151261,230135,174223]","[1,1,2,1,2,2,2,1,2,2]",132289,10,True
6487,10,16,"[132685,202271,153325,233231,176545,268061,405335,305623,230839,174751]","[1,2,1,2,1,1,2,2,2,2]",132685,10,True
6487,10,16,"[132845,202511,153505,233501,353495,266743,201679,152881,232565,352091]","[1,2,1,1,2,2,2,1,1,3]",132845,10,True
6487,10,16,"[133025,202781,307415,232183,175759,133441,203405,308351,232885,352571]","[1,1,2,2,2,1,1,2,1,3]",133025,10,True
6487,10,16,"[133153,202973,307703,232399,175921,267125,403931,152285,231671,175375]","[1,1,2,2,1,1,3,1,2,2]",133153,10,True
6487,10,16,"[133453,203423,154189,234527,177517,269519,203761,308885,466571,175775]","[1,2,1,2,1,2,1,1,3,2]",133453,10,True
